Concept	Concept nr.	List ID	Word	Stem	Set	Confirmed	Comment	Source	Mediator	Add
the ant	1	117	ц1имиц1и	21	1-21					
the ant	1	61	ц1имици	21	1-21					
the ant	1	116	ц1имицци	21	1-21					
the ant	1	130	ц1имицци	21	1-21					
the ant	1	113	ц1уц1ра	22	1-22					
the ant	1	12	цIунцIра	22	1-22					
the ant	1	129	цlимиц	21	1-21					
the ant	1	49	цахцар	7	1-7					
the ant	1	66	цвез	22	1-22					
the ant	1	67	цвез	22	1-22					
the ant	1	69	цвез	22	1-22					
the ant	1	70	цвез	22	1-22					
the ant	1	3	цег	23	1-23					
the ant	1	4	цег	23	1-23					
the ant	1	6	цег	23	1-23					
the ant	1	121	цег	23	1-23					
the ant	1	123	цег	23	1-23					
the ant	1	124	цег	23	1-23					
the ant	1	125	цег	23	1-23					
the ant	1	7	цегв	23	1-23					
the ant	1	21	цегв	23	1-23					
the ant	1	122	цегв	23	1-23					
the ant	1	2	цек	23	1-23					
the ant	1	5	цеквуьр	23	1-23					
the ant	1	59	цимици	21	1-21					
the ant	1	48	цыхцар	7	1-7					
the ant	1	50	цыцах	7	1-7					
the arch	2	90	(полу-)чарх	1	2-1					
the arch	2	131	*чарх		2-					
the arch	2	1	arka	2	2-2					
the arch	2	96	arka	2	2-2					
the arch	2	97	arka	2	2-2					
the arch	2	100	arka	2	2-2					
the arch	2	102	arka	2	2-2					
the arch	2	103	arka	2	2-2					
the arch	2	104	arka	2	2-2					
the arch	2	105	arka	2	2-2					
the arch	2	106	arka	2	2-2					
the arch	2	108	arka	2	2-2					
the arch	2	14	k’amur	3	2-3					
the arch	2	141	k’amur	3	2-3			Georgian		
the arch	2	140	kummur	3	2-3			Avar		
the arch	2	3	NA							
the arch	2	7	NA							
the arch	2	21	NA							
the arch	2	42	NA							
the arch	2	43	NA							
the arch	2	46	NA							
the arch	2	59	NA							
the arch	2	63	NA							
the arch	2	64	NA							
the arch	2	70	NA							
the arch	2	73	NA							
the arch	2	75	NA							
the arch	2	113	NA							
the arch	2	115	NA							
the arch	2	116	NA							
the arch	2	117	NA							
the arch	2	122	NA							
the arch	2	127	NA							
the arch	2	129	NA							
the arch	2	130	NA							
the arch	2	11	qaus	4	2-4					
the arch	2	13	tağ	5	2-5					
the arch	2	52	tağ	5	2-5					
the arch	2	101	tağ	5	2-5					
the arch	2	106	tağ	5	2-5					
the arch	2	107	tağ	5	2-5					
the arch	2	139	tagh	5	2-5					
the arch	2	103	taʁ	5	2-5					
the arch	2	1	taʁ podtv	5	2-5					
the arch	2	104	taʁ podtv	5	2-5					
the arch	2	17	taʁi	5	2-5					
the arch	2	97	taʁi	5	2-5					
the arch	2	96	taʁi ok	5	2-5					
the arch	2	23	ад	6	2-6					
the arch	2	126	акъва	6	2-6					
the arch	2	2	арка	2	2-2					
the arch	2	4	арка	2	2-2					
the arch	2	6	арка	2	2-2					
the arch	2	8	арка	2	2-2					
the arch	2	22	арка	2	2-2					
the arch	2	26	арка	2	2-2					
the arch	2	27	арка	2	2-2					
the arch	2	28	арка	2	2-2					
the arch	2	29	арка	2	2-2					
the arch	2	29	арка	2	2-2					
the arch	2	31	арка	2	2-2					
the arch	2	32	арка	2	2-2					
the arch	2	34	арка	2	2-2					
the arch	2	35	арка	2	2-2					
the arch	2	36	арка	2	2-2					
the arch	2	37	арка	2	2-2					
the arch	2	39	арка	2	2-2					
the arch	2	40	арка	2	2-2					
the arch	2	44	арка	2	2-2					
the arch	2	47	арка	2	2-2					
the arch	2	49	арка	2	2-2					
the arch	2	57	арка	2	2-2					
the arch	2	58	арка	2	2-2					
the arch	2	60	арка	2	2-2					
the arch	2	61	арка	2	2-2					
the arch	2	68	арка	2	2-2					
the arch	2	71	арка	2	2-2					
the arch	2	74	арка	2	2-2					
the arch	2	76	арка	2	2-2					
the arch	2	83	арка	2	2-2					
the arch	2	118	арка	2	2-2					
the arch	2	121	арка	2	2-2					
the arch	2	123	арка	2	2-2					
the arch	2	124	арка	2	2-2					
the arch	2	125	арка	2	2-2					
the arch	2	128	арка	2	2-2					
the arch	2	131	арка	2	2-2					
the arch	2	134	арка	2	2-2					
the arch	2	135	арка	2	2-2					
the arch	2	136	арка	2	2-2					
the arch	2	38	арсав	7	2-7					
the arch	2	41	арсав	7	2-7					
the arch	2	86	арх	8	2-8					
the arch	2	33	арцаба	9	2-9					
the arch	2	72	ахал	10	2-10					
the arch	2	54	буквально		2-					
the arch	2	54	гургин	11	2-11					
the arch	2	12	гъапу	12	2-12					
the arch	2	20	гюмез	13	2-13					
the arch	2	84	к1аму	3	2-3					
the arch	2	85	к1аму	3	2-3					
the arch	2	114	к1аму	3	2-3					
the arch	2	19	к1амур	3	2-3					
the arch	2	53	к1амур	3	2-3					
the arch	2	54	к1амур	3	2-3					
the arch	2	54	к1амур	3	2-3					
the arch	2	55	к1амур	3	2-3					
the arch	2	9	к1к1амур	3	2-3					
the arch	2	16	к1к1амур	3	2-3					
the arch	2	137	к1к1амур	3	2-3					
the arch	2	138	к1к1амур	3	2-3					
the arch	2	111	к1к1ара	3	2-3					
the arch	2	25	КIÁМУ2	3	2-3					
the arch	2	12	кIамури	3	2-3					
the arch	2	18	кIамури	3	2-3					
the arch	2	54	круглый		2-					
the arch	2	56	кьиба	14	2-14					
the arch	2	77	мо???	15	2-15					
the arch	2	15	нартол	16	2-16					
the arch	2	98	не		2-					
the arch	2	99	нет		2-					
the arch	2	98	помнит		2-					
the arch	2	56	сорер	17	2-17					
the arch	2	45	тагъ	5	2-5					
the arch	2	48	тагъ	5	2-5					
the arch	2	51	тагъ	5	2-5					
the arch	2	109	тагъ	5	2-5					
the arch	2	110	тагъ	5	2-5					
the arch	2	132	тагъ	5	2-5					
the arch	2	27	тагь	5	2-5					
the arch	2	5	чарх	1	2-1					
the arch	2	10	чарх	1	2-1					
the arch	2	23	чарх	1	2-1					
the arch	2	24	чарх	1	2-1					
the arch	2	50	чарх	1	2-1					
the arch	2	62	чарх	1	2-1					
the arch	2	65	чарх	1	2-1					
the arch	2	66	чарх	1	2-1					
the arch	2	67	чарх	1	2-1					
the arch	2	69	чарх	1	2-1					
the arch	2	78	чарх	1	2-1					
the arch	2	79	чарх	1	2-1					
the arch	2	80	чарх	1	2-1					
the arch	2	81	чарх	1	2-1					
the arch	2	82	чарх	1	2-1					
the arch	2	87	чарх	1	2-1					
the arch	2	88	чарх	1	2-1					
the arch	2	89	чарх	1	2-1					
the arch	2	91	чарх	1	2-1					
the arch	2	92	чарх	1	2-1					
the arch	2	93	чарх	1	2-1					
the arch	2	94	чарх	1	2-1					
the arch	2	95	чарх	1	2-1					
the arch	2	112	чарх	1	2-1					
the arch	2	120	чарх	1	2-1					
the arch	2	119	чарх п	1	2-1					
the arch	2	133	чербен	18	2-18					
the axe/ax	3	13	balta	1	3-1					
the axe/ax	3	26	balta	1	3-1					
the axe/ax	3	52	balta	1	3-1					
the axe/ax	3	100	balta	1	3-1					
the axe/ax	3	101	balta	1	3-1					
the axe/ax	3	102	balta	1	3-1					
the axe/ax	3	106	balta	1	3-1					
the axe/ax	3	107	balta	1	3-1					
the axe/ax	3	108	balta	1	3-1					
the axe/ax	3	133	balta	1	3-1					
the axe/ax	3	11	fa's	2	3-2					
the axe/ax	3	139	fas	2	3-2					
the axe/ax	3	9	NA							
the axe/ax	3	16	NA							
the axe/ax	3	111	NA							
the axe/ax	3	138	NA							
the axe/ax	3	139	nachakh	18	3-18					1
the axe/ax	3	14	õg	3	3-3					
the axe/ax	3	141	õg	3	3-3			Non loan		
the axe/ax	3	96	suldi	4	3-4					
the axe/ax	3	11	tabar	5	3-5					
the axe/ax	3	139	tabar	5	3-5					
the axe/ax	3	140	tabərzan	5	3-5			Russian		
the axe/ax	3	104	tapor	6	3-6					
the axe/ax	3	103	tapori	6	3-6					
the axe/ax	3	105	tapori	6	3-6					
the axe/ax	3	1	tsuld	7	3-7					
the axe/ax	3	103	tsuld podtv	7	3-7					
the axe/ax	3	104	tsuldi	7	3-7					
the axe/ax	3	105	tsuldi - big axe	7	3-7					
the axe/ax	3	17	tsuli	7	3-7					
the axe/ax	3	97	tsuli	7	3-7					
the axe/ax	3	110	yaq	8	3-8					
the axe/ax	3	139	zin	19	3-19					
the axe/ax	3	113	ажите	9	3-9					
the axe/ax	3	114	ажите	9	3-9					
the axe/ax	3	19	аНжито	9	3-9					
the axe/ax	3	55	аНжито	9	3-9					
the axe/ax	3	56	аНжито	9	3-9					
the axe/ax	3	54	анжито(бо)	9	3-9					
the axe/ax	3	53	анжитобо	9	3-9					
the axe/ax	3	20	балта	1	3-1					
the axe/ax	3	23	балта	1	3-1					
the axe/ax	3	27	балта	1	3-1					
the axe/ax	3	28	балта	1	3-1					
the axe/ax	3	29	балта	1	3-1					
the axe/ax	3	29	балта	1	3-1					
the axe/ax	3	31	балта	1	3-1					
the axe/ax	3	32	балта	1	3-1					
the axe/ax	3	48	балта	1	3-1					
the axe/ax	3	49	балта	1	3-1					
the axe/ax	3	50	балта	1	3-1					
the axe/ax	3	51	балта	1	3-1					
the axe/ax	3	81	балта	1	3-1					
the axe/ax	3	82	балта	1	3-1					
the axe/ax	3	86	балта	1	3-1					
the axe/ax	3	87	балта	1	3-1					
the axe/ax	3	88	балта	1	3-1					
the axe/ax	3	112	балта	1	3-1					
the axe/ax	3	134	балта	1	3-1					
the axe/ax	3	135	балта	1	3-1					
the axe/ax	3	136	балта	1	3-1					
the axe/ax	3	137	балта	1	3-1					
the axe/ax	3	37	беретта	10	3-10					
the axe/ax	3	38	беретта	10	3-10					
the axe/ax	3	39	беретта	10	3-10					
the axe/ax	3	40	беретта	10	3-10					
the axe/ax	3	41	беретта	10	3-10					
the axe/ax	3	42	беретта	10	3-10					
the axe/ax	3	43	беретта	10	3-10					
the axe/ax	3	44	беретта	10	3-10					
the axe/ax	3	126	г1анжит	11	3-11					
the axe/ax	3	12	гIащтIи	12	3-12					
the axe/ax	3	25	ГIО	13	3-13					
the axe/ax	3	83	ГIО	13	3-13					
the axe/ax	3	84	ГIО	13	3-13					
the axe/ax	3	85	ГIО	13	3-13					
the axe/ax	3	15	диг	14	3-14					
the axe/ax	3	62	ек1	15	3-15					
the axe/ax	3	63	ек1	15	3-15					
the axe/ax	3	64	ек1	15	3-15					
the axe/ax	3	90	ек1в	15	3-15					
the axe/ax	3	91	ек1в	15	3-15					
the axe/ax	3	24	екIв	15	3-15					
the axe/ax	3	65	екIв	15	3-15					
the axe/ax	3	18	ишину	16	3-16					
the axe/ax	3	95	йик1	17	3-17					
the axe/ax	3	66	наджах	18	3-18					
the axe/ax	3	67	наджах	18	3-18					
the axe/ax	3	70	наджах	18	3-18					
the axe/ax	3	68	нажах	18	3-18					
the axe/ax	3	69	нажах	18	3-18					
the axe/ax	3	18	ог	3	3-3					
the axe/ax	3	8	оНг	3	3-3					
the axe/ax	3	22	топор	6	3-6					
the axe/ax	3	63	юк1	15	3-15					
the axe/ax	3	71	юк1	15	3-15					
the axe/ax	3	72	юк1	15	3-15					
the axe/ax	3	73	юк1	15	3-15					
the axe/ax	3	74	юк1	15	3-15					
the axe/ax	3	75	юк1	15	3-15					
the axe/ax	3	93	юк1	15	3-15					
the axe/ax	3	94	юк1	15	3-15					
the axe/ax	3	92	юк1в	15	3-15					
the axe/ax	3	76	юкв	15	3-15					
the axe/ax	3	2	як1	15	3-15					
the axe/ax	3	3	як1	15	3-15					
the axe/ax	3	4	як1	15	3-15					
the axe/ax	3	5	як1	15	3-15					
the axe/ax	3	6	як1	15	3-15					
the axe/ax	3	35	як1	15	3-15					
the axe/ax	3	57	як1	15	3-15					
the axe/ax	3	58	як1	15	3-15					
the axe/ax	3	60	як1	15	3-15					
the axe/ax	3	115	як1	15	3-15					
the axe/ax	3	116	як1	15	3-15					
the axe/ax	3	117	як1	15	3-15					
the axe/ax	3	121	як1	15	3-15					
the axe/ax	3	122	як1	15	3-15					
the axe/ax	3	124	як1	15	3-15					
the axe/ax	3	125	як1	15	3-15					
the axe/ax	3	127	як1	15	3-15					
the axe/ax	3	128	як1	15	3-15					
the axe/ax	3	130	як1	15	3-15					
the axe/ax	3	131	як1	15	3-15					
the axe/ax	3	33	як1а	15	3-15					
the axe/ax	3	34	як1а	15	3-15					
the axe/ax	3	36	як1а	15	3-15					
the axe/ax	3	7	як1в	15	3-15					
the axe/ax	3	21	як1в	15	3-15					
the axe/ax	3	45	як1в	15	3-15					
the axe/ax	3	46	як1в	15	3-15					
the axe/ax	3	47	як1в	15	3-15					
the axe/ax	3	78	як1в	15	3-15					
the axe/ax	3	79	як1в	15	3-15					
the axe/ax	3	80	як1в	15	3-15					
the axe/ax	3	89	як1в	15	3-15					
the axe/ax	3	98	як1в	15	3-15					
the axe/ax	3	99	як1в	15	3-15					
the axe/ax	3	123	як1в	15	3-15					
the axe/ax	3	10	якIв	15	3-15					
the axe/ax	3	109	якIв	15	3-15					
the axe/ax	3	120	якIв	15	3-15					
the axe/ax	3	129	якlв	15	3-15					
the axe/ax	3	59	якlу	15	3-15					
the axe/ax	3	77	якв	15	3-15					
the axe/ax	3	118	якьв	15	3-15					
the axe/ax	3	119	якьв	15	3-15					
the axe/ax	3	132	якьв	15	3-15					
the axe/ax	3	61	якьу	15	3-15					
the ball	4	1	burti	1	4-1					
the ball	4	17	burti	1	4-1					
the ball	4	96	burti	1	4-1					
the ball	4	97	burti	1	4-1					
the ball	4	103	burti	1	4-1					
the ball	4	104	burti	1	4-1					
the ball	4	105	burti	1	4-1					
the ball	4	140	dump	14	4-14			Unidentified		
the ball	4	11	kura	2	4-2					
the ball	4	14	NA							
the ball	4	85	NA							
the ball	4	141	šar	13	4-13			Russian		
the ball	4	139	toop	3	4-3					
the ball	4	139	toop-bazee	3	4-3					
the ball	4	52	top	3	4-3					
the ball	4	100	top	3	4-3					
the ball	4	101	top	3	4-3					
the ball	4	102	top	3	4-3					
the ball	4	104	top	3	4-3					
the ball	4	106	top	3	4-3					
the ball	4	107	top	3	4-3					
the ball	4	108	top	3	4-3					
the ball	4	15	буьрка	4	4-4					
the ball	4	10	гирген	5	4-5					
the ball	4	113	гужила	6	4-6					
the ball	4	114	гужила	6	4-6					
the ball	4	9	к1ак1у	7	4-7					
the ball	4	84	к1ох1ло	8	4-8					
the ball	4	83	к1ох1о	8	4-8					
the ball	4	18	кIохIло	8	4-8					
the ball	4	8	кирка	9	4-9					
the ball	4	22	мяч	10	4-10					
the ball	4	37	мяч	10	4-10					
the ball	4	38	мяч	10	4-10					
the ball	4	39	мяч	10	4-10					
the ball	4	40	мяч	10	4-10					
the ball	4	54	со-соло	11	4-11					
the ball	4	19	соло-соло	11	4-11					
the ball	4	53	соло-соло	11	4-11					
the ball	4	54	соло-соло	11	4-11					
the ball	4	55	соло-соло	11	4-11					
the ball	4	56	соло-соло	11	4-11					
the ball	4	13	топ	3	4-3					
the ball	4	20	топ	3	4-3					
the ball	4	26	топ	3	4-3					
the ball	4	45	топ	3	4-3					
the ball	4	46	топ	3	4-3					
the ball	4	47	топ	3	4-3					
the ball	4	98	топ	3	4-3					
the ball	4	99	топ	3	4-3					
the ball	4	109	топ	3	4-3					
the ball	4	110	топ	3	4-3					
the ball	4	133	топ	3	4-3					
the ball	4	25	ТОП2	3	4-3					
the ball	4	126	торг1у	12	4-12					
the ball	4	12	торгIо	12	4-12					
the ball	4	18	торгIо	12	4-12					
the ball	4	16	торгьо	12	4-12					
the ball	4	111	торъо	12	4-12					
the ball	4	137	торъо	12	4-12					
the ball	4	138	торъо	12	4-12					
the ball	4	2	туп	3	4-3					
the ball	4	3	туп	3	4-3					
the ball	4	4	туп	3	4-3					
the ball	4	5	туп	3	4-3					
the ball	4	6	туп	3	4-3					
the ball	4	7	туп	3	4-3					
the ball	4	10	туп	3	4-3					
the ball	4	21	туп	3	4-3					
the ball	4	23	туп	3	4-3					
the ball	4	24	туп	3	4-3					
the ball	4	27	туп	3	4-3					
the ball	4	28	туп	3	4-3					
the ball	4	29	туп	3	4-3					
the ball	4	29	туп	3	4-3					
the ball	4	31	туп	3	4-3					
the ball	4	32	туп	3	4-3					
the ball	4	33	туп	3	4-3					
the ball	4	34	туп	3	4-3					
the ball	4	35	туп	3	4-3					
the ball	4	36	туп	3	4-3					
the ball	4	38	туп	3	4-3					
the ball	4	41	туп	3	4-3					
the ball	4	42	туп	3	4-3					
the ball	4	43	туп	3	4-3					
the ball	4	44	туп	3	4-3					
the ball	4	48	туп	3	4-3					
the ball	4	49	туп	3	4-3					
the ball	4	50	туп	3	4-3					
the ball	4	51	туп	3	4-3					
the ball	4	57	туп	3	4-3					
the ball	4	58	туп	3	4-3					
the ball	4	59	туп	3	4-3					
the ball	4	60	туп	3	4-3					
the ball	4	61	туп	3	4-3					
the ball	4	62	туп	3	4-3					
the ball	4	63	туп	3	4-3					
the ball	4	64	туп	3	4-3					
the ball	4	65	туп	3	4-3					
the ball	4	66	туп	3	4-3					
the ball	4	69	туп	3	4-3					
the ball	4	70	туп	3	4-3					
the ball	4	71	туп	3	4-3					
the ball	4	72	туп	3	4-3					
the ball	4	73	туп	3	4-3					
the ball	4	74	туп	3	4-3					
the ball	4	75	туп	3	4-3					
the ball	4	76	туп	3	4-3					
the ball	4	77	туп	3	4-3					
the ball	4	78	туп	3	4-3					
the ball	4	79	туп	3	4-3					
the ball	4	80	туп	3	4-3					
the ball	4	81	туп	3	4-3					
the ball	4	82	туп	3	4-3					
the ball	4	86	туп	3	4-3					
the ball	4	87	туп	3	4-3					
the ball	4	88	туп	3	4-3					
the ball	4	89	туп	3	4-3					
the ball	4	90	туп	3	4-3					
the ball	4	91	туп	3	4-3					
the ball	4	92	туп	3	4-3					
the ball	4	93	туп	3	4-3					
the ball	4	94	туп	3	4-3					
the ball	4	95	туп	3	4-3					
the ball	4	112	туп	3	4-3					
the ball	4	115	туп	3	4-3					
the ball	4	116	туп	3	4-3					
the ball	4	117	туп	3	4-3					
the ball	4	118	туп	3	4-3					
the ball	4	119	туп	3	4-3					
the ball	4	120	туп	3	4-3					
the ball	4	121	туп	3	4-3					
the ball	4	122	туп	3	4-3					
the ball	4	123	туп	3	4-3					
the ball	4	124	туп	3	4-3					
the ball	4	125	туп	3	4-3					
the ball	4	127	туп	3	4-3					
the ball	4	128	туп	3	4-3					
the ball	4	129	туп	3	4-3					
the ball	4	130	туп	3	4-3					
the ball	4	131	туп	3	4-3					
the ball	4	132	туп	3	4-3					
the ball	4	134	туп	3	4-3					
the ball	4	135	туп	3	4-3					
the ball	4	136	туп	3	4-3					
the ball	4	40	туп другие говорят		4-					
the ball	4	39	туп запретил		4-					
the ball	4	67	тур	3	4-3					
the ball	4	68	тып	3	4-3					
the ball	4	22	шар	13	4-13					
the ball	4	28	шар	13	4-13					
the barrel	5	139	barmil	1	5-1					
the barrel	5	11	bermeel	1	5-1					
the barrel	5	1	bočka	2	5-2					
the barrel	5	96	bočka	2	5-2					
the barrel	5	103	bočka	2	5-2					
the barrel	5	104	bočka	2	5-2					
the barrel	5	105	bočka	2	5-2					
the barrel	5	52	boçka	2	5-2					
the barrel	5	97	boçka	2	5-2					
the barrel	5	100	boçka	2	5-2					
the barrel	5	101	boçka	2	5-2					
the barrel	5	102	boçka	2	5-2					
the barrel	5	107	boçka	2	5-2					
the barrel	5	108	boçka	2	5-2					
the barrel	5	139	boshkeh	2	5-2					
the barrel	5	106	çaləq	3	5-3					
the barrel	5	139	chelik	3	5-3					
the barrel	5	17	k'asri	4	5-4					
the barrel	5	139	khomreh	19	5-19					
the barrel	5	139	looleh	20	5-20					
the barrel	5	14	NA							
the barrel	5	16	NA							
the barrel	5	23	NA							
the barrel	5	89	NA							
the barrel	5	111	NA							
the barrel	5	113	NA							
the barrel	5	115	NA							
the barrel	5	127	NA							
the barrel	5	20	RUS	2	5-2					
the barrel	5	139	tagh	21	5-21					
the barrel	5	139	toop	22	5-22					
the barrel	5	139	zarbi	23	5-23					
the barrel	5	68	бак	5	5-5					
the barrel	5	2	бочка	2	5-2					
the barrel	5	3	бочка	2	5-2					
the barrel	5	5	бочка	2	5-2					
the barrel	5	6	бочка	2	5-2					
the barrel	5	7	бочка	2	5-2					
the barrel	5	8	бочка	2	5-2					
the barrel	5	22	бочка	2	5-2					
the barrel	5	25	бочка	2	5-2					
the barrel	5	27	бочка	2	5-2					
the barrel	5	28	бочка	2	5-2					
the barrel	5	29	бочка	2	5-2					
the barrel	5	29	бочка	2	5-2					
the barrel	5	35	бочка	2	5-2					
the barrel	5	37	бочка	2	5-2					
the barrel	5	39	бочка	2	5-2					
the barrel	5	53	бочка	2	5-2					
the barrel	5	54	бочка	2	5-2					
the barrel	5	55	бочка	2	5-2					
the barrel	5	56	бочка	2	5-2					
the barrel	5	59	бочка	2	5-2					
the barrel	5	62	бочка	2	5-2					
the barrel	5	71	бочка	2	5-2					
the barrel	5	76	бочка	2	5-2					
the barrel	5	77	бочка	2	5-2					
the barrel	5	78	бочка	2	5-2					
the barrel	5	79	бочка	2	5-2					
the barrel	5	80	бочка	2	5-2					
the barrel	5	81	бочка	2	5-2					
the barrel	5	82	бочка	2	5-2					
the barrel	5	83	бочка	2	5-2					
the barrel	5	84	бочка	2	5-2					
the barrel	5	86	бочка	2	5-2					
the barrel	5	94	бочка	2	5-2					
the barrel	5	109	бочка	2	5-2					
the barrel	5	119	бочка	2	5-2					
the barrel	5	121	бочка	2	5-2					
the barrel	5	122	бочка	2	5-2					
the barrel	5	124	бочка	2	5-2					
the barrel	5	126	бочка	2	5-2					
the barrel	5	132	бочка	2	5-2					
the barrel	5	137	бочка	2	5-2					
the barrel	5	45	бошк1а	2	5-2					
the barrel	5	46	бошк1а	2	5-2					
the barrel	5	99	бошк1а	2	5-2					
the barrel	5	10	бучка	2	5-2					
the barrel	5	26	бучка	2	5-2					
the barrel	5	120	бучка	2	5-2					
the barrel	5	136	бучка	2	5-2					
the barrel	5	67	бушка	2	5-2					
the barrel	5	69	бушка	2	5-2					
the barrel	5	128	бушка	2	5-2					
the barrel	5	49	бычка	2	5-2					
the barrel	5	73	вуху	6	5-6					
the barrel	5	76	вуху	6	5-6					
the barrel	5	66	гуд	7	5-7					
the barrel	5	70	гуд	7	5-7					
the barrel	5	13	данышмаг	8	5-8					
the barrel	5	27	данышмаг	8	5-8					
the barrel	5	110	дерев къов	9	5-9					
the barrel	5	73	жвюрба	10	5-10					
the barrel	5	76	журба	10	5-10					
the barrel	5	85	коцол1и	11	5-11					
the barrel	5	110	метал - бочка	12	5-12					
the barrel	5	18	папатIу	13	5-13					
the barrel	5	47	пошк1а	2	5-2					
the barrel	5	19	пошка	2	5-2					
the barrel	5	9	пучка	2	5-2					
the barrel	5	50	пучка	2	5-2					
the barrel	5	87	пушк1а	2	5-2					
the barrel	5	88	пушк1а	2	5-2					
the barrel	5	48	пычк1а	2	5-2					
