List ID	Concept nr.	Concept	Word	Stem	Set	Confirmed	Comment	Source	Mediator
44	1	the ant	зимзар	8	1-8				
94	1	the ant	зимс	8	1-8				
15	1	the ant	зингат	9	1-9				
35	1	the ant	имимай	10	1-10				
126	1	the ant	к1к1ара	11	1-11				
136	1	the ant	карешпа	12	1-12				
114	1	the ant	ККари	13	1-13				
98	1	the ant	къа1ришгъа1	4	1-4				
99	1	the ant	къаришкъа	4	1-4				
20	1	the ant	къомурсгъа	14	1-14				
111	1	the ant	лъанц1	15	1-15				
138	1	the ant	лъанц1и	15	1-15				
16	1	the ant	лъанц1ц1и	15	1-15				
137	1	the ant	лъанц1ц1и	15	1-15				
19	1	the ant	лъарц1ц1е	15	1-15				
53	1	the ant	лъарц1ц1е	15	1-15				
54	1	the ant	лъарц1ц1е	15	1-15				
55	1	the ant	лъарц1ц1е	15	1-15				
56	1	the ant	лъарц1ц1е	15	1-15				
58	1	the ant	мизмиз	16	1-16				
22	1	the ant	муравей	17	1-17				
25	1	the ant	РЕЦÉНЙО	18	1-18				
83	1	the ant	РЕЦÉНЙО	18	1-18				
84	1	the ant	РЕЦÉНЙО	18	1-18				
85	1	the ant	РЕЦÉНЙО	18	1-18				
18	1	the ant	рецен	18	1-18				
45	1	the ant	симсири	19	1-19				
46	1	the ant	симсири	19	1-19				
47	1	the ant	симсири	19	1-19				
9	1	the ant	танц1ц1а	20	1-20				
29	1	the ant	хъаришхъа	4	1-4				
29	1	the ant	хъаришхъа	4	1-4				
31	1	the ant	хъаришхъа	4	1-4				
32	1	the ant	хъаришхъа	4	1-4				
134	1	the ant	хъаришхъа	4	1-4				
135	1	the ant	хъаришхъа	4	1-4				
118	1	the ant	ц1имиц	21	1-21				
119	1	the ant	ц1имиц	21	1-21				
132	1	the ant	ц1имиц	21	1-21				
131	1	the ant	ц1имиц подтвердил	21	1-21				
60	1	the ant	ц1имиц1	21	1-21				
115	1	the ant	ц1имиц1	21	1-21				
127	1	the ant	ц1имиц1	21	1-21				
128	1	the ant	ц1имиц1	21	1-21				
33	1	the ant	ц1имиц1и	21	1-21				
34	1	the ant	ц1имиц1и	21	1-21				
36	1	the ant	ц1имиц1и	12	1-12				
57	1	the ant	ц1имиц1и	21	1-21				
117	1	the ant	ц1имиц1и	21	1-21				
61	1	the ant	ц1имици	21	1-21				
116	1	the ant	ц1имицци	21	1-21				
130	1	the ant	ц1имицци	21	1-21				
113	1	the ant	ц1уц1ра	22	1-22				
12	1	the ant	цIунцIра	22	1-22				
129	1	the ant	цlимиц	21	1-21				
49	1	the ant	цахцар	7	1-7				
66	1	the ant	цвез	22	1-22				
67	1	the ant	цвез	22	1-22				
69	1	the ant	цвез	22	1-22				
70	1	the ant	цвез	22	1-22				
3	1	the ant	цег	23	1-23				
4	1	the ant	цег	23	1-23				
6	1	the ant	цег	23	1-23				
121	1	the ant	цег	23	1-23				
123	1	the ant	цег	23	1-23				
124	1	the ant	цег	23	1-23				
125	1	the ant	цег	23	1-23				
7	1	the ant	цегв	23	1-23				
21	1	the ant	цегв	23	1-23				
122	1	the ant	цегв	23	1-23				
2	1	the ant	цек	23	1-23				
5	1	the ant	цеквуьр	23	1-23				
59	1	the ant	цимици	21	1-21				
48	1	the ant	цыхцар	7	1-7				
50	1	the ant	цыцах	7	1-7				
90	2	the arch	(полу-)чарх	1	2-1				
131	2	the arch	*чарх						
1	2	the arch	arka	2	2-2				
96	2	the arch	arka	2	2-2				
97	2	the arch	arka	2	2-2				
100	2	the arch	arka	2	2-2				
102	2	the arch	arka	2	2-2				
103	2	the arch	arka	2	2-2				
104	2	the arch	arka	2	2-2				
105	2	the arch	arka	2	2-2				
106	2	the arch	arka	2	2-2				
108	2	the arch	arka	2	2-2				
14	2	the arch	k’amur	3	2-3				
141	2	the arch	k’amur	3				Georgian	
140	2	the arch	kummur	3				Avar	
3	2	the arch	NA						
7	2	the arch	NA						
21	2	the arch	NA						
42	2	the arch	NA						
43	2	the arch	NA						
46	2	the arch	NA						
59	2	the arch	NA						
63	2	the arch	NA						
64	2	the arch	NA						
70	2	the arch	NA						
73	2	the arch	NA						
75	2	the arch	NA						
113	2	the arch	NA						
115	2	the arch	NA						
116	2	the arch	NA						
117	2	the arch	NA						
122	2	the arch	NA						
127	2	the arch	NA						
129	2	the arch	NA						
130	2	the arch	NA						
11	2	the arch	qaus	4	2-4				
13	2	the arch	tağ	5	2-5				
52	2	the arch	tağ	5	2-5				
101	2	the arch	tağ	5	2-5				
106	2	the arch	tağ	5	2-5				
107	2	the arch	tağ	5	2-5				
139	2	the arch	tagh	5					
103	2	the arch	taʁ	5	2-5				
1	2	the arch	taʁ podtv	5	2-5				
104	2	the arch	taʁ podtv	5	2-5				
17	2	the arch	taʁi	5	2-5				
97	2	the arch	taʁi	5	2-5				
96	2	the arch	taʁi ok	5	2-5				
23	2	the arch	ад	6	2-6				
126	2	the arch	акъва	6	2-6				
2	2	the arch	арка	2	2-2				
4	2	the arch	арка	2	2-2				
6	2	the arch	арка	2	2-2				
8	2	the arch	арка	2	2-2				
22	2	the arch	арка	2	2-2				
26	2	the arch	арка	2	2-2				
27	2	the arch	арка	2	2-2				
28	2	the arch	арка	2	2-2				
29	2	the arch	арка	2	2-2				
29	2	the arch	арка	2	2-2				
31	2	the arch	арка	2	2-2				
32	2	the arch	арка	2	2-2				
34	2	the arch	арка	2	2-2				
35	2	the arch	арка	2	2-2				
36	2	the arch	арка	2	2-2				
37	2	the arch	арка	2	2-2				
39	2	the arch	арка	2	2-2				
40	2	the arch	арка	2	2-2				
44	2	the arch	арка	2	2-2				
47	2	the arch	арка	2	2-2				
49	2	the arch	арка	2	2-2				
57	2	the arch	арка	2	2-2				
58	2	the arch	арка	2	2-2				
60	2	the arch	арка	2	2-2				
61	2	the arch	арка	2	2-2				
68	2	the arch	арка	2	2-2				
71	2	the arch	арка	2	2-2				
74	2	the arch	арка	2	2-2				
76	2	the arch	арка	2	2-2				
83	2	the arch	арка	2	2-2				
118	2	the arch	арка	2	2-2				
121	2	the arch	арка	2	2-2				
123	2	the arch	арка	2	2-2				
124	2	the arch	арка	2	2-2				
125	2	the arch	арка	2	2-2				
128	2	the arch	арка	2	2-2				
131	2	the arch	арка	2	2-2				
134	2	the arch	арка	2	2-2				
135	2	the arch	арка	2	2-2				
136	2	the arch	арка	2	2-2				
38	2	the arch	арсав	7	2-7				
41	2	the arch	арсав	7	2-7				
86	2	the arch	арх	8	2-8				
33	2	the arch	арцаба	9	2-9				
72	2	the arch	ахал	10	2-10				
54	2	the arch	буквально						
54	2	the arch	гургин	11	2-11				
12	2	the arch	гъапу	12	2-12				
20	2	the arch	гюмез	13	2-13				
84	2	the arch	к1аму	3	2-3				
85	2	the arch	к1аму	3	2-3				
114	2	the arch	к1аму	3	2-3				
19	2	the arch	к1амур	3	2-3				
53	2	the arch	к1амур	3	2-3				
54	2	the arch	к1амур	3	2-3				
54	2	the arch	к1амур	3	2-3				
55	2	the arch	к1амур	3	2-3				
9	2	the arch	к1к1амур	3	2-3				
16	2	the arch	к1к1амур	3	2-3				
137	2	the arch	к1к1амур	3	2-3				
138	2	the arch	к1к1амур	3	2-3				
111	2	the arch	к1к1ара	3	2-3				
25	2	the arch	КIÁМУ2	3	2-3				
12	2	the arch	кIамури	3	2-3				
18	2	the arch	кIамури	3	2-3				
54	2	the arch	круглый						
56	2	the arch	кьиба	14	2-14				
77	2	the arch	мо???	15	2-15				
15	2	the arch	нартол	16	2-16				
98	2	the arch	не						
99	2	the arch	нет						
98	2	the arch	помнит						
56	2	the arch	сорер	17	2-17				
45	2	the arch	тагъ	5	2-5				
48	2	the arch	тагъ	5	2-5				
51	2	the arch	тагъ	5	2-5				
109	2	the arch	тагъ	5	2-5				
110	2	the arch	тагъ	5	2-5				
132	2	the arch	тагъ	5	2-5				
27	2	the arch	тагь	5	2-5				
5	2	the arch	чарх	1	2-1				
10	2	the arch	чарх	1	2-1				
23	2	the arch	чарх	1	2-1				
24	2	the arch	чарх	1	2-1				
50	2	the arch	чарх	1	2-1				
62	2	the arch	чарх	1	2-1				
65	2	the arch	чарх	1	2-1				
66	2	the arch	чарх	1	2-1				
67	2	the arch	чарх	1	2-1				
69	2	the arch	чарх	1	2-1				
78	2	the arch	чарх	1	2-1				
79	2	the arch	чарх	1	2-1				
80	2	the arch	чарх	1	2-1				
81	2	the arch	чарх	1	2-1				
82	2	the arch	чарх	1	2-1				
87	2	the arch	чарх	1	2-1				
88	2	the arch	чарх	1	2-1				
89	2	the arch	чарх	1	2-1				
91	2	the arch	чарх	1	2-1				
92	2	the arch	чарх	1	2-1				
93	2	the arch	чарх	1	2-1				
94	2	the arch	чарх	1	2-1				
95	2	the arch	чарх	1	2-1				
112	2	the arch	чарх	1	2-1				
120	2	the arch	чарх	1	2-1				
119	2	the arch	чарх п	1	2-1				
133	2	the arch	чербен	18	2-18				
13	3	the axe/ax	balta	1	3-1				
26	3	the axe/ax	balta	1	3-1				
52	3	the axe/ax	balta	1	3-1				
100	3	the axe/ax	balta	1	3-1				
101	3	the axe/ax	balta	1	3-1				
102	3	the axe/ax	balta	1	3-1				
106	3	the axe/ax	balta	1	3-1				
107	3	the axe/ax	balta	1	3-1				
108	3	the axe/ax	balta	1	3-1				
133	3	the axe/ax	balta	1	3-1				
11	3	the axe/ax	fa's	2	3-2				
139	3	the axe/ax	fas	2					
9	3	the axe/ax	NA						
16	3	the axe/ax	NA						
111	3	the axe/ax	NA						
138	3	the axe/ax	NA						
139	3	the axe/ax	nachakh						
14	3	the axe/ax	õg	3	3-3				
141	3	the axe/ax	õg	3				Non loan	
96	3	the axe/ax	suldi	4	3-4				
11	3	the axe/ax	tabar	5	3-5				
139	3	the axe/ax	tabar	5					
140	3	the axe/ax	tabərzan	5				Russian	
104	3	the axe/ax	tapor	6	3-6				
103	3	the axe/ax	tapori	6	3-6				
105	3	the axe/ax	tapori	6	3-6				
1	3	the axe/ax	tsuld	7	3-7				
103	3	the axe/ax	tsuld podtv	7	3-7				
104	3	the axe/ax	tsuldi	7	3-7				
105	3	the axe/ax	tsuldi - big axe	7	3-7				
17	3	the axe/ax	tsuli	7	3-7				
97	3	the axe/ax	tsuli	7	3-7				
110	3	the axe/ax	yaq	8	3-8				
139	3	the axe/ax	zin	19					
113	3	the axe/ax	ажите	9	3-9				
114	3	the axe/ax	ажите	9	3-9				
19	3	the axe/ax	аНжито	9	3-9				
55	3	the axe/ax	аНжито	9	3-9				
56	3	the axe/ax	аНжито	9	3-9				
54	3	the axe/ax	анжито(бо)	9	3-9				
53	3	the axe/ax	анжитобо	9	3-9				
20	3	the axe/ax	балта	1	3-1				
23	3	the axe/ax	балта	1	3-1				
27	3	the axe/ax	балта	1	3-1				
28	3	the axe/ax	балта	1	3-1				
29	3	the axe/ax	балта	1	3-1				
29	3	the axe/ax	балта	1	3-1				
31	3	the axe/ax	балта	1	3-1				
32	3	the axe/ax	балта	1	3-1				
48	3	the axe/ax	балта	1	3-1				
49	3	the axe/ax	балта	1	3-1				
50	3	the axe/ax	балта	1	3-1				
51	3	the axe/ax	балта	1	3-1				
81	3	the axe/ax	балта	1	3-1				
82	3	the axe/ax	балта	1	3-1				
86	3	the axe/ax	балта	1	3-1				
87	3	the axe/ax	балта	1	3-1				
88	3	the axe/ax	балта	1	3-1				
112	3	the axe/ax	балта	1	3-1				
134	3	the axe/ax	балта	1	3-1				
135	3	the axe/ax	балта	1	3-1				
136	3	the axe/ax	балта	1	3-1				
137	3	the axe/ax	балта	1	3-1				
37	3	the axe/ax	беретта	10	3-10				
38	3	the axe/ax	беретта	10	3-10				
39	3	the axe/ax	беретта	10	3-10				
40	3	the axe/ax	беретта	10	3-10				
41	3	the axe/ax	беретта	10	3-10				
42	3	the axe/ax	беретта	10	3-10				
43	3	the axe/ax	беретта	10	3-10				
44	3	the axe/ax	беретта	10	3-10				
126	3	the axe/ax	г1анжит	11	3-11				
12	3	the axe/ax	гIащтIи	12	3-12				
25	3	the axe/ax	ГIО	13	3-13				
83	3	the axe/ax	ГIО	13	3-13				
84	3	the axe/ax	ГIО	13	3-13				
85	3	the axe/ax	ГIО	13	3-13				
15	3	the axe/ax	диг	14	3-14				
62	3	the axe/ax	ек1	15	3-15				
63	3	the axe/ax	ек1	15	3-15				
64	3	the axe/ax	ек1	15	3-15				
90	3	the axe/ax	ек1в	15	3-15				
91	3	the axe/ax	ек1в	15	3-15				
24	3	the axe/ax	екIв	15	3-15				
65	3	the axe/ax	екIв	15	3-15				
18	3	the axe/ax	ишину	16	3-16				
95	3	the axe/ax	йик1	17	3-17				
66	3	the axe/ax	наджах	18	3-18				
67	3	the axe/ax	наджах	18	3-18				
70	3	the axe/ax	наджах	18	3-18				
68	3	the axe/ax	нажах	18	3-18				
69	3	the axe/ax	нажах	18	3-18				
18	3	the axe/ax	ог	3	3-3				
8	3	the axe/ax	оНг	3	3-3				
22	3	the axe/ax	топор	6	3-6				
63	3	the axe/ax	юк1	15	3-15				
71	3	the axe/ax	юк1	15	3-15				
72	3	the axe/ax	юк1	15	3-15				
73	3	the axe/ax	юк1	15	3-15				
74	3	the axe/ax	юк1	15	3-15				
75	3	the axe/ax	юк1	15	3-15				
93	3	the axe/ax	юк1	15	3-15				
94	3	the axe/ax	юк1	15	3-15				
92	3	the axe/ax	юк1в	15	3-15				
76	3	the axe/ax	юкв	15	3-15				
2	3	the axe/ax	як1	15	3-15				
3	3	the axe/ax	як1	15	3-15				
4	3	the axe/ax	як1	15	3-15				
5	3	the axe/ax	як1	15	3-15				
6	3	the axe/ax	як1	15	3-15				
35	3	the axe/ax	як1	15	3-15				
57	3	the axe/ax	як1	15	3-15				
58	3	the axe/ax	як1	15	3-15				
60	3	the axe/ax	як1	15	3-15				
115	3	the axe/ax	як1	15	3-15				
116	3	the axe/ax	як1	15	3-15				
117	3	the axe/ax	як1	15	3-15				
121	3	the axe/ax	як1	15	3-15				
122	3	the axe/ax	як1	15	3-15				
124	3	the axe/ax	як1	15	3-15				
125	3	the axe/ax	як1	15	3-15				
127	3	the axe/ax	як1	15	3-15				
128	3	the axe/ax	як1	15	3-15				
130	3	the axe/ax	як1	15	3-15				
131	3	the axe/ax	як1	15	3-15				
33	3	the axe/ax	як1а	15	3-15				
34	3	the axe/ax	як1а	15	3-15				
36	3	the axe/ax	як1а	15	3-15				
7	3	the axe/ax	як1в	15	3-15				
21	3	the axe/ax	як1в	15	3-15				
45	3	the axe/ax	як1в	15	3-15				
46	3	the axe/ax	як1в	15	3-15				
47	3	the axe/ax	як1в	15	3-15				
78	3	the axe/ax	як1в	15	3-15				
79	3	the axe/ax	як1в	15	3-15				
80	3	the axe/ax	як1в	15	3-15				
89	3	the axe/ax	як1в	15	3-15				
98	3	the axe/ax	як1в	15	3-15				
99	3	the axe/ax	як1в	15	3-15				
123	3	the axe/ax	як1в	15	3-15				
10	3	the axe/ax	якIв	15	3-15				
109	3	the axe/ax	якIв	15	3-15				
120	3	the axe/ax	якIв	15	3-15				
129	3	the axe/ax	якlв	15	3-15				
59	3	the axe/ax	якlу	15	3-15				
77	3	the axe/ax	якв	15	3-15				
118	3	the axe/ax	якьв	15	3-15				
119	3	the axe/ax	якьв	15	3-15				
132	3	the axe/ax	якьв	15	3-15				
61	3	the axe/ax	якьу	15	3-15				
1	4	the ball	burti	1	4-1				
17	4	the ball	burti	1	4-1				
96	4	the ball	burti	1	4-1				
97	4	the ball	burti	1	4-1				
103	4	the ball	burti	1	4-1				
104	4	the ball	burti	1	4-1				
105	4	the ball	burti	1	4-1				
140	4	the ball	dump	14				Unidentified	
11	4	the ball	kura	2	4-2				
14	4	the ball	NA						
85	4	the ball	NA						
141	4	the ball	šar	13				Russian	
139	4	the ball	toop	3					
139	4	the ball	toop-bazee	3					
52	4	the ball	top	3	4-3				
100	4	the ball	top	3	4-3				
101	4	the ball	top	3	4-3				
102	4	the ball	top	3	4-3				
104	4	the ball	top	3	4-3				
106	4	the ball	top	3	4-3				
107	4	the ball	top	3	4-3				
108	4	the ball	top	3	4-3				
15	4	the ball	буьрка	4	4-4				
10	4	the ball	гирген	5	4-5				
113	4	the ball	гужила	6	4-6				
114	4	the ball	гужила	6	4-6				
9	4	the ball	к1ак1у	7	4-7				
84	4	the ball	к1ох1ло	8	4-8				
83	4	the ball	к1ох1о	8	4-8				
18	4	the ball	кIохIло	8	4-8				
8	4	the ball	кирка	9	4-9				
22	4	the ball	мяч	10	4-10				
37	4	the ball	мяч	10	4-10				
38	4	the ball	мяч	10	4-10				
39	4	the ball	мяч	10	4-10				
40	4	the ball	мяч	10	4-10				
54	4	the ball	со-соло	11	4-11				
19	4	the ball	соло-соло	11	4-11				
53	4	the ball	соло-соло	11	4-11				
54	4	the ball	соло-соло	11	4-11				
55	4	the ball	соло-соло	11	4-11				
56	4	the ball	соло-соло	11	4-11				
13	4	the ball	топ	3	4-3				
20	4	the ball	топ	3	4-3				
26	4	the ball	топ	3	4-3				
45	4	the ball	топ	3	4-3				
46	4	the ball	топ	3	4-3				
47	4	the ball	топ	3	4-3				
98	4	the ball	топ	3	4-3				
99	4	the ball	топ	3	4-3				
109	4	the ball	топ	3	4-3				
110	4	the ball	топ	3	4-3				
133	4	the ball	топ	3	4-3				
25	4	the ball	ТОП2	3	4-3				
126	4	the ball	торг1у	12	4-12				
12	4	the ball	торгIо	12	4-12				
18	4	the ball	торгIо	12	4-12				
16	4	the ball	торгьо	12	4-12				
111	4	the ball	торъо	12	4-12				
137	4	the ball	торъо	12	4-12				
138	4	the ball	торъо	12	4-12				
2	4	the ball	туп	3	4-3				
3	4	the ball	туп	3	4-3				
4	4	the ball	туп	3	4-3				
5	4	the ball	туп	3	4-3				
6	4	the ball	туп	3	4-3				
7	4	the ball	туп	3	4-3				
10	4	the ball	туп	3	4-3				
21	4	the ball	туп	3	4-3				
23	4	the ball	туп	3	4-3				
24	4	the ball	туп	3	4-3				
27	4	the ball	туп	3	4-3				
28	4	the ball	туп	3	4-3				
29	4	the ball	туп	3	4-3				
29	4	the ball	туп	3	4-3				
31	4	the ball	туп	3	4-3				
32	4	the ball	туп	3	4-3				
33	4	the ball	туп	3	4-3				
34	4	the ball	туп	3	4-3				
35	4	the ball	туп	3	4-3				
36	4	the ball	туп	3	4-3				
38	4	the ball	туп	3	4-3				
41	4	the ball	туп	3	4-3				
42	4	the ball	туп	3	4-3				
43	4	the ball	туп	3	4-3				
44	4	the ball	туп	3	4-3				
48	4	the ball	туп	3	4-3				
49	4	the ball	туп	3	4-3				
50	4	the ball	туп	3	4-3				
51	4	the ball	туп	3	4-3				
57	4	the ball	туп	3	4-3				
58	4	the ball	туп	3	4-3				
59	4	the ball	туп	3	4-3				
60	4	the ball	туп	3	4-3				
61	4	the ball	туп	3	4-3				
62	4	the ball	туп	3	4-3				
63	4	the ball	туп	3	4-3				
64	4	the ball	туп	3	4-3				
65	4	the ball	туп	3	4-3				
66	4	the ball	туп	3	4-3				
69	4	the ball	туп	3	4-3				
70	4	the ball	туп	3	4-3				
71	4	the ball	туп	3	4-3				
72	4	the ball	туп	3	4-3				
73	4	the ball	туп	3	4-3				
74	4	the ball	туп	3	4-3				
75	4	the ball	туп	3	4-3				
76	4	the ball	туп	3	4-3				
77	4	the ball	туп	3	4-3				
78	4	the ball	туп	3	4-3				
79	4	the ball	туп	3	4-3				
80	4	the ball	туп	3	4-3				
81	4	the ball	туп	3	4-3				
82	4	the ball	туп	3	4-3				
86	4	the ball	туп	3	4-3				
87	4	the ball	туп	3	4-3				
88	4	the ball	туп	3	4-3				
89	4	the ball	туп	3	4-3				
90	4	the ball	туп	3	4-3				
91	4	the ball	туп	3	4-3				
92	4	the ball	туп	3	4-3				
93	4	the ball	туп	3	4-3				
94	4	the ball	туп	3	4-3				
95	4	the ball	туп	3	4-3				
112	4	the ball	туп	3	4-3				
115	4	the ball	туп	3	4-3				
116	4	the ball	туп	3	4-3				
117	4	the ball	туп	3	4-3				
118	4	the ball	туп	3	4-3				
119	4	the ball	туп	3	4-3				
120	4	the ball	туп	3	4-3				
121	4	the ball	туп	3	4-3				
122	4	the ball	туп	3	4-3				
123	4	the ball	туп	3	4-3				
124	4	the ball	туп	3	4-3				
125	4	the ball	туп	3	4-3				
127	4	the ball	туп	3	4-3				
128	4	the ball	туп	3	4-3				
129	4	the ball	туп	3	4-3				
130	4	the ball	туп	3	4-3				
131	4	the ball	туп	3	4-3				
132	4	the ball	туп	3	4-3				
134	4	the ball	туп	3	4-3				
135	4	the ball	туп	3	4-3				
136	4	the ball	туп	3	4-3				
40	4	the ball	туп другие говорят						
39	4	the ball	туп запретил						
67	4	the ball	тур	3	4-3				
68	4	the ball	тып	3	4-3				
22	4	the ball	шар	13	4-13				
28	4	the ball	шар	13	4-13				
139	5	the barrel	barmil	1					
11	5	the barrel	bermeel	1	5-1				
1	5	the barrel	bočka	2	5-2				
96	5	the barrel	bočka	2	5-2				
103	5	the barrel	bočka	2	5-2				
104	5	the barrel	bočka	2	5-2				
105	5	the barrel	bočka	2	5-2				
52	5	the barrel	boçka	2	5-2				
97	5	the barrel	boçka	2	5-2				
100	5	the barrel	boçka	2	5-2				
101	5	the barrel	boçka	2	5-2				
102	5	the barrel	boçka	2	5-2				
107	5	the barrel	boçka	2	5-2				
108	5	the barrel	boçka	2	5-2				
139	5	the barrel	boshkeh	2					
106	5	the barrel	çaləq	3	5-3				
139	5	the barrel	chelik	3					
17	5	the barrel	k'asri	4	5-4				
139	5	the barrel	khomreh	19					
139	5	the barrel	looleh	20					
14	5	the barrel	NA						
16	5	the barrel	NA						
23	5	the barrel	NA						
89	5	the barrel	NA						
111	5	the barrel	NA						
113	5	the barrel	NA						
115	5	the barrel	NA						
127	5	the barrel	NA						
20	5	the barrel	RUS	2	5-2				
139	5	the barrel	tagh	21					
139	5	the barrel	toop	22					
139	5	the barrel	zarbi	23					
68	5	the barrel	бак	5	5-5				
2	5	the barrel	бочка	2	5-2				
3	5	the barrel	бочка	2	5-2				
5	5	the barrel	бочка	2	5-2				
6	5	the barrel	бочка	2	5-2				
7	5	the barrel	бочка	2	5-2				
8	5	the barrel	бочка	2	5-2				
22	5	the barrel	бочка	2	5-2				
25	5	the barrel	бочка	2	5-2				
27	5	the barrel	бочка	2	5-2				
28	5	the barrel	бочка	2	5-2				
29	5	the barrel	бочка	2	5-2				
29	5	the barrel	бочка	2	5-2				
35	5	the barrel	бочка	2	5-2				
37	5	the barrel	бочка	2	5-2				
39	5	the barrel	бочка	2	5-2				
53	5	the barrel	бочка	2	5-2				
54	5	the barrel	бочка	2	5-2				
55	5	the barrel	бочка	2	5-2				
56	5	the barrel	бочка	2	5-2				
59	5	the barrel	бочка	2	5-2				
62	5	the barrel	бочка	2	5-2				
71	5	the barrel	бочка	2	5-2				
76	5	the barrel	бочка	2	5-2				
77	5	the barrel	бочка	2	5-2				
78	5	the barrel	бочка	2	5-2				
79	5	the barrel	бочка	2	5-2				
80	5	the barrel	бочка	2	5-2				
81	5	the barrel	бочка	2	5-2				
82	5	the barrel	бочка	2	5-2				
83	5	the barrel	бочка	2	5-2				
84	5	the barrel	бочка	2	5-2				
86	5	the barrel	бочка	2	5-2				
94	5	the barrel	бочка	2	5-2				
109	5	the barrel	бочка	2	5-2				
119	5	the barrel	бочка	2	5-2				
121	5	the barrel	бочка	2	5-2				
122	5	the barrel	бочка	2	5-2				
124	5	the barrel	бочка	2	5-2				
126	5	the barrel	бочка	2	5-2				
132	5	the barrel	бочка	2	5-2				
137	5	the barrel	бочка	2	5-2				
45	5	the barrel	бошк1а	2	5-2				
46	5	the barrel	бошк1а	2	5-2				
99	5	the barrel	бошк1а	2	5-2				
10	5	the barrel	бучка	2	5-2				
26	5	the barrel	бучка	2	5-2				
120	5	the barrel	бучка	2	5-2				
136	5	the barrel	бучка	2	5-2				
67	5	the barrel	бушка	2	5-2				
69	5	the barrel	бушка	2	5-2				
128	5	the barrel	бушка	2	5-2				
49	5	the barrel	бычка	2	5-2				
73	5	the barrel	вуху	6	5-6				
76	5	the barrel	вуху	6	5-6				
66	5	the barrel	гуд	7	5-7				
70	5	the barrel	гуд	7	5-7				
13	5	the barrel	данышмаг	8	5-8				
27	5	the barrel	данышмаг	8	5-8				
110	5	the barrel	дерев къов	9	5-9				
73	5	the barrel	жвюрба	10	5-10				
76	5	the barrel	журба	10	5-10				
85	5	the barrel	коцол1и	11	5-11				
110	5	the barrel	метал - бочка	12	5-12				
18	5	the barrel	папатIу	13	5-13				
47	5	the barrel	пошк1а	2	5-2				
19	5	the barrel	пошка	2	5-2				
9	5	the barrel	пучка	2	5-2				
50	5	the barrel	пучка	2	5-2				
87	5	the barrel	пушк1а	2	5-2				
88	5	the barrel	пушк1а	2	5-2				
48	5	the barrel	пычк1а	2	5-2				
51	5	the barrel	пычка	2	5-2				
112	5	the barrel	пышк1а	2	5-2				
76	5	the barrel	риби	14	5-14				
114	5	the barrel	рус	2	5-2				
98	5	the barrel	т1ак1а	15	5-15				
66	5	the barrel	фляг	16	5-16				
